detect_dual: weights=['./runs/train/exp11/weights/best.pt'], source=../datasets/negi/test/4, data=./negi.yaml, imgsz=[640, 640], conf_thres=0.25, iou_thres=0.45, max_det=1000, device=, view_img=False, save_txt=False, save_conf=False, save_crop=False, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/detect, name=no_using_pretrained_4, exist_ok=False, line_thickness=3, hide_labels=False, hide_conf=False, half=False, dnn=False, vid_stride=1
YOLO 🚀 v0.1-76-g519346b Python-3.10.12 torch-2.1.1+cu121 CUDA:0 (NVIDIA GeForce RTX 4090, 24209MiB)

Fusing layers... 
yolo summary: 604 layers, 50705208 parameters, 0 gradients, 236.7 GFLOPs
image 1/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_071414128_iOS.jpg: 640x480 1 green_onion_4, 78.1ms
image 2/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_071526516_iOS.jpg: 640x480 1 green_onion_4, 9.0ms
image 3/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_071710428_iOS.jpg: 640x480 1 green_onion_4, 10.1ms
image 4/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_071931524_iOS.jpg: 640x480 1 green_onion_4, 8.9ms
image 5/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_072018926_iOS.jpg: 640x480 1 green_onion_4, 9.2ms
image 6/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_072639006_iOS.jpg: 640x480 1 green_onion_4, 8.9ms
image 7/133 /home/it/work/negi/yolo/datasets/negi/test/4/20230630_072950009_iOS.jpg: 640x480 1 green_onion_4, 8.9ms
image 8/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0401.JPG: 640x480 1 green_onion_3, 1 green_onion_4, 8.9ms
image 9/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0421.JPG: 640x480 1 green_onion_4, 8.9ms
image 10/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0459.JPG: 640x480 1 green_onion_4, 8.9ms
image 11/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0495.JPG: 640x480 1 green_onion_4, 8.9ms
image 12/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0516.JPG: 640x480 1 green_onion_4, 8.8ms
image 13/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0534.JPG: 640x480 1 green_onion_4, 8.9ms
image 14/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0539.JPG: 640x480 1 green_onion_4, 9.0ms
image 15/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0557.JPG: 640x480 1 green_onion_4, 8.9ms
image 16/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0574.JPG: 640x480 1 green_onion_4, 9.2ms
image 17/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0575.JPG: 640x480 1 green_onion_4, 8.9ms
image 18/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0587.JPG: 640x480 1 green_onion_4, 8.9ms
image 19/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0631.JPG: 640x480 1 green_onion_4, 9.5ms
image 20/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0640.JPG: 640x480 1 green_onion_4, 8.8ms
image 21/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0651.JPG: 640x480 1 green_onion_4, 8.9ms
image 22/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0665.JPG: 640x480 1 green_onion_4, 8.8ms
image 23/133 /home/it/work/negi/yolo/datasets/negi/test/4/IMG_0679.JPG: 640x480 1 green_onion_4, 9.3ms
